son,orderdate,orderdatekey,pk,ck,stk,dateofshipping,soln,oquantity,freight,region
SO43742,2021-07-12,20160712,314,13576,10,2021-07-19,1,2,89.4568,United Kingdom7
SO43743,2021-07-12,20160712,347,11007,9,2021-07-19,1,1,84.9998,Australia7
SO43744,2021-07-12,20160712,313,16631,9,2021-07-19,1,5,89.4568,Australia7
SO43745,2021-07-13,20160713,311,16514,9,2021-07-20,1,3,89.4568,Australia7
SO43746,2021-07-13,20160713,312,16616,9,2021-07-20,1,1,89.4568,Australia7
SO43752,2021-07-14,20160714,311,13265,8,2021-07-21,1,7,89.4568,Germany7
SO43751,2021-07-14,20160714,313,11592,7,2021-07-21,1,6,89.4568,France7
SO43750,2021-07-14,20160714,311,11591,7,2021-07-21,1,2,89.4568,France7
SO43753,2021-07-14,20160714,310,16482,9,2021-07-21,1,1,89.4568,Australia7
SO43748,2021-07-14,20160714,313,27625,1,2021-07-21,1,6,89.4568,Northwest7
SO43747,2021-07-14,20160714,314,27623,4,2021-07-21,1,8,89.4568,Southwest7
SO43749,2021-07-14,20160714,314,27636,1,2021-07-21,1,5,89.4568,Northwest7
SO43757,2021-07-15,20160715,350,11017,9,2021-07-22,1,6,84.3748,Australia7
SO43756,2021-07-15,20160715,332,19941,10,2021-07-22,1,8,17.4775,United Kingdom7
SO43754,2021-07-15,20160715,312,27617,1,2021-07-22,1,2,89.4568,Northwest7
SO43755,2021-07-15,20160715,311,27670,4,2021-07-22,1,1,89.4568,Southwest7
SO43758,2021-07-16,20160716,310,27646,4,2021-07-23,1,4,89.4568,Southwest7
SO43759,2021-07-16,20160716,310,13257,8,2021-07-23,1,4,89.4568,Germany7
SO43760,2021-07-16,20160716,314,16352,9,2021-07-23,1,6,89.4568,Australia7
SO43761,2021-07-16,20160716,310,16493,9,2021-07-23,1,6,89.4568,Australia7
SO43762,2021-07-17,20160717,314,27578,4,2021-07-24,1,4,89.4568,Southwest7
SO43765,2021-07-17,20160717,346,11010,9,2021-07-24,1,3,84.9998,Australia7
SO43763,2021-07-17,20160717,313,16525,9,2021-07-24,1,2,89.4568,Australia7
SO43764,2021-07-17,20160717,310,16612,9,2021-07-24,1,6,89.4568,Australia7
SO43767,2021-07-18,20160718,350,11001,9,2021-07-25,1,6,84.3748,Australia7
SO43766,2021-07-18,20160718,313,16518,9,2021-07-25,1,7,89.4568,Australia7
SO43772,2021-07-19,20160719,312,16524,9,2021-07-26,1,3,89.4568,Australia7
SO43774,2021-07-19,20160719,313,16348,9,2021-07-26,1,8,89.4568,Australia7
SO43773,2021-07-19,20160719,314,16526,9,2021-07-26,1,5,89.4568,Australia7
SO43775,2021-07-19,20160719,347,11027,9,2021-07-26,1,2,84.9998,Australia7
SO43768,2021-07-19,20160719,312,27649,1,2021-07-26,1,1,89.4568,Northwest7
SO43771,2021-07-19,20160719,330,14559,4,2021-07-26,1,1,17.4775,Southwest7
SO43769,2021-07-19,20160719,312,21659,6,2021-07-26,1,8,89.4568,Canada7
SO43770,2021-07-19,20160719,312,27614,1,2021-07-26,1,4,89.4568,Northwest7
SO43776,2021-07-20,20160720,314,13260,8,2021-07-27,1,2,89.4568,Germany7
SO43779,2021-07-20,20160720,326,25252,9,2021-07-27,1,3,17.4775,Australia7
SO43778,2021-07-20,20160720,345,11018,9,2021-07-27,1,1,84.9998,Australia7
SO43777,2021-07-20,20160720,311,16515,9,2021-07-27,1,8,89.4568,Australia7
SO43780,2021-07-21,20160721,311,11599,7,2021-07-28,1,2,89.4568,France7
SO43781,2021-07-21,20160721,312,16495,9,2021-07-28,1,7,89.4568,Australia7
SO43782,2021-07-21,20160721,312,16516,9,2021-07-28,1,1,89.4568,Australia7
SO43783,2021-07-21,20160721,312,16620,9,2021-07-28,1,8,89.4568,Australia7
SO43794,2021-07-22,20160722,347,11029,9,2021-07-29,1,8,84.9998,Australia7
SO43791,2021-07-22,20160722,314,16484,9,2021-07-29,1,2,89.4568,Australia7
SO43789,2021-07-22,20160722,351,25865,1,2021-07-29,1,2,84.3748,Northwest7
SO43793,2021-07-22,20160722,344,11000,9,2021-07-29,1,4,84.9998,Australia7
SO43792,2021-07-22,20160722,312,16623,9,2021-07-29,1,7,89.4568,Australia7
SO43788,2021-07-22,20160722,351,11239,10,2021-07-29,1,2,84.3748,United Kingdom7
SO43784,2021-07-22,20160722,310,27667,4,2021-07-29,1,2,89.4568,Southwest7
SO43785,2021-07-22,20160722,311,11601,7,2021-07-29,1,8,89.4568,France7
SO43787,2021-07-22,20160722,344,29385,8,2021-07-29,1,5,84.9998,Germany7
SO43790,2021-07-22,20160722,344,25857,1,2021-07-29,1,5,84.9998,Northwest7
SO43786,2021-07-22,20160722,311,11607,7,2021-07-29,1,7,89.4568,France7
SO43795,2021-07-23,20160723,312,27615,4,2021-07-30,1,4,89.4568,Southwest7
SO43796,2021-07-23,20160723,342,17956,7,2021-07-30,1,5,17.4775,France7
SO43797,2021-07-23,20160723,312,16345,9,2021-07-30,1,2,89.4568,Australia7
SO43799,2021-07-23,20160723,312,16636,9,2021-07-30,1,1,89.4568,Australia7
SO43798,2021-07-23,20160723,310,16521,9,2021-07-30,1,4,89.4568,Australia7
SO43800,2021-07-24,20160724,311,21710,6,2021-07-31,1,8,89.4568,Canada7
SO43801,2021-07-24,20160724,311,13583,10,2021-07-31,1,3,89.4568,United Kingdom7
SO43802,2021-07-24,20160724,312,11593,7,2021-07-31,1,7,89.4568,France7
SO43805,2021-07-25,20160725,328,14510,1,2021-08-01,1,2,17.4775,Northwest7
SO43804,2021-07-25,20160725,310,13585,10,2021-08-01,1,5,89.4568,United Kingdom7
SO43803,2021-07-25,20160725,314,21741,6,2021-08-01,1,1,89.4568,Canada7
SO43806,2021-07-25,20160725,312,16523,9,2021-08-01,1,1,89.4568,Australia7
SO43809,2021-07-26,20160726,310,16350,9,2021-08-02,1,7,89.4568,Australia7
SO43807,2021-07-26,20160726,312,11611,7,2021-08-02,1,5,89.4568,France7
SO43808,2021-07-26,20160726,313,13259,8,2021-08-02,1,7,89.4568,Germany7
SO43810,2021-07-26,20160726,345,11004,9,2021-08-02,1,3,84.9998,Australia7
SO43811,2021-07-26,20160726,346,11026,9,2021-08-02,1,7,84.9998,Australia7
SO43818,2021-07-27,20160727,312,16528,9,2021-08-03,1,1,89.4568,Australia7
SO43815,2021-07-27,20160727,311,16494,9,2021-08-03,1,3,89.4568,Australia7
SO43817,2021-07-27,20160727,310,16519,9,2021-08-03,1,2,89.4568,Australia7
SO43816,2021-07-27,20160727,314,16496,9,2021-08-03,1,6,89.4568,Australia7
SO43812,2021-07-27,20160727,312,27662,4,2021-08-03,1,7,89.4568,Southwest7
SO43813,2021-07-27,20160727,350,28390,7,2021-08-03,1,1,84.3748,France7
SO43814,2021-07-27,20160727,350,25866,1,2021-08-03,1,6,84.3748,Northwest7
SO43819,2021-07-27,20160727,346,11006,9,2021-08-03,1,5,84.9998,Australia7
SO43822,2021-07-28,20160728,313,27669,4,2021-08-04,1,5,89.4568,Southwest7
SO43821,2021-07-28,20160728,310,27663,4,2021-08-04,1,6,89.4568,Southwest7
SO43820,2021-07-28,20160728,312,27651,4,2021-08-04,1,5,89.4568,Southwest7
SO43824,2021-07-28,20160728,338,14558,1,2021-08-04,1,6,17.4775,Northwest7
SO43823,2021-07-28,20160728,342,19942,10,2021-08-04,1,4,17.4775,United Kingdom7
SO43827,2021-07-28,20160728,338,25250,9,2021-08-04,1,8,17.4775,Australia7
SO43826,2021-07-28,20160728,348,11008,9,2021-08-04,1,2,84.3748,Australia7
SO43825,2021-07-28,20160728,313,16349,9,2021-08-04,1,1,89.4568,Australia7
SO43830,2021-07-29,20160729,311,16347,9,2021-08-05,1,6,89.4568,Australia7
SO43831,2021-07-29,20160729,349,11028,9,2021-08-05,1,4,84.3748,Australia7
SO43829,2021-07-29,20160729,310,27611,4,2021-08-05,1,6,89.4568,Southwest7
SO43828,2021-07-29,20160729,310,27605,1,2021-08-05,1,5,89.4568,Northwest7
SO43832,2021-07-29,20160729,310,13584,10,2021-08-05,1,4,89.4568,United Kingdom7
SO43834,2021-07-30,20160730,348,28393,7,2021-08-06,1,5,84.3748,France7
SO43835,2021-07-30,20160730,348,19802,6,2021-08-06,1,6,84.3748,Canada7
SO43836,2021-07-30,20160730,324,26620,6,2021-08-06,1,6,17.4775,Canada7
SO43833,2021-07-30,20160730,310,21727,6,2021-08-06,1,7,89.4568,Canada7
SO43837,2021-07-30,20160730,350,11009,9,2021-08-06,1,6,84.3748,Australia7
SO43841,2021-07-31,20160731,314,13406,8,2021-08-07,1,2,89.4568,Germany7
SO43840,2021-07-31,20160731,326,17957,7,2021-08-07,1,8,17.4775,France7
SO43842,2021-07-31,20160731,312,16630,9,2021-08-07,1,3,89.4568,Australia7
SO43838,2021-07-31,20160731,313,27641,4,2021-08-07,1,7,89.4568,Southwest7
SO43839,2021-07-31,20160731,311,27673,1,2021-08-07,1,5,89.4568,Northwest7
SO43920,2021-08-01,20160801,313,28066,4,2021-08-08,1,1,89.4568,Southwest8
SO43919,2021-08-01,20160801,314,12124,7,2021-08-08,1,6,89.4568,France8
SO43922,2021-08-01,20160801,310,13546,8,2021-08-08,1,2,89.4568,Germany8
SO43918,2021-08-01,20160801,313,22041,6,2021-08-08,1,7,89.4568,Canada8
SO43921,2021-08-01,20160801,313,16743,9,2021-08-08,1,3,89.4568,Australia8
SO43923,2021-08-02,20160802,312,28018,4,2021-08-09,1,6,89.4568,Southwest8
SO43924,2021-08-02,20160802,310,12132,7,2021-08-09,1,6,89.4568,France8
SO43925,2021-08-02,20160802,314,16661,9,2021-08-09,1,6,89.4568,Australia8
SO43927,2021-08-03,20160803,314,16662,9,2021-08-10,1,4,89.4568,Australia8
SO43928,2021-08-03,20160803,313,16740,9,2021-08-10,1,4,89.4568,Australia8
SO43929,2021-08-03,20160803,322,25270,9,2021-08-10,1,1,17.4775,Australia8
SO43926,2021-08-03,20160803,351,11055,9,2021-08-10,1,3,84.3748,Australia8
SO43930,2021-08-04,20160804,312,28038,4,2021-08-11,1,5,89.4568,Southwest8
SO43931,2021-08-04,20160804,313,13548,8,2021-08-11,1,3,89.4568,Germany8
SO43933,2021-08-04,20160804,347,11031,9,2021-08-11,1,8,84.9998,Australia8
SO43934,2021-08-04,20160804,346,11034,9,2021-08-11,1,8,84.9998,Australia8
SO43932,2021-08-04,20160804,314,16741,9,2021-08-11,1,2,89.4568,Australia8
SO43936,2021-08-05,20160805,311,28065,4,2021-08-12,1,4,89.4568,Southwest8
SO43935,2021-08-05,20160805,334,20048,10,2021-08-12,1,8,17.4775,United Kingdom8
SO43940,2021-08-05,20160805,336,25294,9,2021-08-12,1,6,17.4775,Australia8
SO43937,2021-08-05,20160805,312,17047,9,2021-08-12,1,1,89.4568,Australia8
SO43939,2021-08-05,20160805,312,16659,9,2021-08-12,1,3,89.4568,Australia8
SO43938,2021-08-05,20160805,310,16686,9,2021-08-12,1,6,89.4568,Australia8
SO43942,2021-08-06,20160806,310,17051,9,2021-08-13,1,2,89.4568,Australia8
SO43947,2021-08-06,20160806,310,16712,9,2021-08-13,1,2,89.4568,Australia8
SO43946,2021-08-06,20160806,313,16687,9,2021-08-13,1,8,89.4568,Australia8
SO43945,2021-08-06,20160806,310,16675,9,2021-08-13,1,7,89.4568,Australia8
SO43944,2021-08-06,20160806,344,11054,9,2021-08-13,1,4,84.9998,Australia8
SO43943,2021-08-06,20160806,338,14565,4,2021-08-13,1,7,17.4775,Southwest8
SO43948,2021-08-06,20160806,345,11047,9,2021-08-13,1,7,84.9998,Australia8
SO43941,2021-08-06,20160806,314,13600,10,2021-08-13,1,6,89.4568,United Kingdom8
SO43950,2021-08-07,20160807,311,28014,4,2021-08-14,1,8,89.4568,Southwest8
SO43949,2021-08-07,20160807,310,27726,4,2021-08-14,1,8,89.4568,Southwest8
SO43951,2021-08-07,20160807,311,16696,9,2021-08-14,1,8,89.4568,Australia8
SO43952,2021-08-07,20160807,312,16639,9,2021-08-14,1,7,89.4568,Australia8
SO43954,2021-08-08,20160808,311,13602,10,2021-08-15,1,4,89.4568,United Kingdom8
SO43955,2021-08-08,20160808,314,13661,10,2021-08-15,1,6,89.4568,United Kingdom8
SO43953,2021-08-08,20160808,342,20049,10,2021-08-15,1,8,17.4775,United Kingdom8
SO43956,2021-08-08,20160808,344,11030,9,2021-08-15,1,1,84.9998,Australia8
SO43960,2021-08-09,20160809,349,11046,9,2021-08-16,1,2,84.3748,Australia8
SO43957,2021-08-09,20160809,313,28068,4,2021-08-16,1,5,89.4568,Southwest8
SO43959,2021-08-09,20160809,348,11035,9,2021-08-16,1,2,84.3748,Australia8
SO43958,2021-08-09,20160809,312,16658,9,2021-08-16,1,6,89.4568,Australia8
SO43964,2021-08-10,20160810,312,16745,9,2021-08-17,1,2,89.4568,Australia8
SO43963,2021-08-10,20160810,314,16685,9,2021-08-17,1,5,89.4568,Australia8
SO43965,2021-08-10,20160810,351,11038,9,2021-08-17,1,4,84.3748,Australia8
SO43961,2021-08-10,20160810,311,28031,4,2021-08-17,1,2,89.4568,Southwest8
SO43962,2021-08-10,20160810,312,28076,4,2021-08-17,1,4,89.4568,Southwest8
SO43966,2021-08-10,20160810,347,11039,9,2021-08-17,1,8,84.9998,Australia8
SO43968,2021-08-11,20160811,313,28067,4,2021-08-18,1,1,89.4568,Southwest8
SO43969,2021-08-11,20160811,310,28071,4,2021-08-18,1,5,89.4568,Southwest8
SO43967,2021-08-11,20160811,313,28040,1,2021-08-18,1,2,89.4568,Northwest8
SO43971,2021-08-11,20160811,314,16657,9,2021-08-18,1,7,89.4568,Australia8
SO43970,2021-08-11,20160811,311,16684,9,2021-08-18,1,2,89.4568,Australia8
SO43974,2021-08-12,20160812,312,13687,10,2021-08-19,1,5,89.4568,United Kingdom8
SO43972,2021-08-12,20160812,314,21939,6,2021-08-19,1,2,89.4568,Canada8
SO43977,2021-08-12,20160812,312,16703,9,2021-08-19,1,6,89.4568,Australia8
SO43975,2021-08-12,20160812,312,13540,8,2021-08-19,1,1,89.4568,Germany8
SO43976,2021-08-12,20160812,310,28063,4,2021-08-19,1,2,89.4568,Southwest8
SO43973,2021-08-12,20160812,312,28039,4,2021-08-19,1,2,89.4568,Southwest8
SO43979,2021-08-13,20160813,322,14576,1,2021-08-20,1,7,17.4775,Northwest8
SO43978,2021-08-13,20160813,310,28030,1,2021-08-20,1,4,89.4568,Northwest8
SO43982,2021-08-13,20160813,342,25271,9,2021-08-20,1,1,17.4775,Australia8
SO43980,2021-08-13,20160813,351,11048,9,2021-08-20,1,8,84.3748,Australia8
SO43981,2021-08-13,20160813,314,16664,9,2021-08-20,1,3,89.4568,Australia8
SO43986,2021-08-14,20160814,310,28070,4,2021-08-21,1,4,89.4568,Southwest8
SO43983,2021-08-14,20160814,314,28017,1,2021-08-21,1,8,89.4568,Northwest8
SO43984,2021-08-14,20160814,311,13545,8,2021-08-21,1,1,89.4568,Germany8
SO43985,2021-08-14,20160814,313,13515,8,2021-08-21,1,3,89.4568,Germany8
SO43991,2021-08-15,20160815,310,16660,9,2021-08-22,1,3,89.4568,Australia8
SO43992,2021-08-15,20160815,311,16638,9,2021-08-22,1,3,89.4568,Australia8
SO43988,2021-08-15,20160815,344,11244,10,2021-08-22,1,7,84.9998,United Kingdom8
SO43990,2021-08-15,20160815,344,25872,1,2021-08-22,1,4,84.9998,Northwest8
SO43987,2021-08-15,20160815,310,28042,4,2021-08-22,1,1,89.4568,Southwest8
SO43989,2021-08-15,20160815,312,28083,4,2021-08-22,1,1,89.4568,Southwest8
SO43993,2021-08-17,20160817,314,16929,9,2021-08-24,1,3,89.4568,Australia8
SO43994,2021-08-18,20160818,314,27681,4,2021-08-25,1,6,89.4568,Southwest8
SO43996,2021-08-18,20160818,310,27920,4,2021-08-25,1,7,89.4568,Southwest8
SO43997,2021-08-18,20160818,310,28022,4,2021-08-25,1,1,89.4568,Southwest8
SO43999,2021-08-18,20160818,311,28047,1,2021-08-25,1,1,89.4568,Northwest8
SO43995,2021-08-18,20160818,312,21813,6,2021-08-25,1,3,89.4568,Canada8
SO43998,2021-08-18,20160818,348,11033,9,2021-08-25,1,6,84.3748,Australia8
SO44005,2021-08-19,20160819,334,26629,6,2021-08-26,1,2,17.4775,Canada8
SO44006,2021-08-19,20160819,310,16744,9,2021-08-26,1,4,89.4568,Australia8
SO44007,2021-08-19,20160819,320,25555,9,2021-08-26,1,6,17.4775,Australia8
SO44003,2021-08-19,20160819,342,19325,8,2021-08-26,1,3,17.4775,Germany8
SO44002,2021-08-19,20160819,336,14572,4,2021-08-26,1,5,17.4775,Southwest8
SO44004,2021-08-19,20160819,310,28061,4,2021-08-26,1,5,89.4568,Southwest8
SO44001,2021-08-19,20160819,313,28044,4,2021-08-26,1,3,89.4568,Southwest8
SO44000,2021-08-19,20160819,311,27918,4,2021-08-26,1,6,89.4568,Southwest8
SO44008,2021-08-20,20160820,312,27678,1,2021-08-27,1,8,89.4568,Northwest8
SO44009,2021-08-20,20160820,314,27759,1,2021-08-27,1,6,89.4568,Northwest8
SO44011,2021-08-20,20160820,310,13514,8,2021-08-27,1,4,89.4568,Germany8
SO44010,2021-08-20,20160820,310,13680,10,2021-08-27,1,8,89.4568,United Kingdom8
SO44012,2021-08-20,20160820,349,11052,9,2021-08-27,1,4,84.3748,Australia8
SO44013,2021-08-20,20160820,312,16928,9,2021-08-27,1,8,89.4568,Australia8
SO44019,2021-08-21,20160821,310,16701,9,2021-08-28,1,8,89.4568,Australia8
SO44020,2021-08-21,20160821,311,16931,9,2021-08-28,1,7,89.4568,Australia8
SO44016,2021-08-21,20160821,350,11247,10,2021-08-28,1,6,84.3748,United Kingdom8
SO44021,2021-08-21,20160821,348,11032,9,2021-08-28,1,5,84.3748,Australia8
SO44017,2021-08-21,20160821,310,28078,1,2021-08-28,1,3,89.4568,Northwest8
SO44018,2021-08-21,20160821,350,25876,1,2021-08-28,1,5,84.3748,Northwest8
SO44014,2021-08-21,20160821,313,27917,4,2021-08-28,1,5,89.4568,Southwest8
SO44015,2021-08-21,20160821,311,13693,10,2021-08-28,1,6,89.4568,United Kingdom8
SO44023,2021-08-22,20160822,349,19830,6,2021-08-29,1,5,84.3748,Canada8
SO44022,2021-08-22,20160822,313,22008,6,2021-08-29,1,4,89.4568,Canada8
SO44024,2021-08-22,20160822,314,16663,9,2021-08-29,1,1,89.4568,Australia8
SO44025,2021-08-22,20160822,314,16708,9,2021-08-29,1,8,89.4568,Australia8
SO44026,2021-08-22,20160822,310,17045,9,2021-08-29,1,2,89.4568,Australia8
SO44027,2021-08-23,20160823,310,21921,6,2021-08-30,1,3,89.4568,Canada8
SO44029,2021-08-23,20160823,350,11050,9,2021-08-30,1,6,84.3748,Australia8
SO44028,2021-08-23,20160823,312,17048,9,2021-08-30,1,4,89.4568,Australia8
SO44034,2021-08-24,20160824,313,16702,9,2021-08-31,1,5,89.4568,Australia8
SO44036,2021-08-24,20160824,310,17046,9,2021-08-31,1,4,89.4568,Australia8
SO44035,2021-08-24,20160824,312,16707,9,2021-08-31,1,8,89.4568,Australia8
SO44033,2021-08-24,20160824,314,16693,9,2021-08-31,1,4,89.4568,Australia8
SO44037,2021-08-24,20160824,328,25272,9,2021-08-31,1,6,17.4775,Australia8
SO44032,2021-08-24,20160824,344,11243,10,2021-08-31,1,2,84.9998,United Kingdom8
SO44031,2021-08-24,20160824,313,13689,10,2021-08-31,1,5,89.4568,United Kingdom8
SO44030,2021-08-24,20160824,311,12131,7,2021-08-31,1,6,89.4568,France8
SO44038,2021-08-24,20160824,344,25868,4,2021-08-31,1,4,84.9998,Southwest8
SO44039,2021-08-25,20160825,342,17971,7,2021-09-01,1,5,17.4775,France8
SO44040,2021-08-25,20160825,351,11057,9,2021-09-01,1,3,84.3748,Australia8
SO44041,2021-08-25,20160825,313,16742,9,2021-09-01,1,3,89.4568,Australia8
SO44047,2021-08-26,20160826,344,25878,4,2021-09-02,1,2,84.9998,Southwest8
SO44046,2021-08-26,20160826,313,28064,1,2021-09-02,1,5,89.4568,Northwest8
SO44045,2021-08-26,20160826,344,28394,7,2021-09-02,1,8,84.9998,France8
SO44042,2021-08-26,20160826,313,13678,10,2021-09-02,1,7,89.4568,United Kingdom8
SO44043,2021-08-26,20160826,311,13679,10,2021-09-02,1,8,89.4568,United Kingdom8
SO44044,2021-08-26,20160826,314,13690,10,2021-09-02,1,3,89.4568,United Kingdom8
SO44048,2021-08-26,20160826,314,16713,9,2021-09-02,1,6,89.4568,Australia8
SO44050,2021-08-27,20160827,310,17050,9,2021-09-03,1,6,89.4568,Australia8
SO44049,2021-08-27,20160827,314,13538,8,2021-09-03,1,1,89.4568,Germany8
SO44051,2021-08-28,20160828,310,13691,10,2021-09-04,1,8,89.4568,United Kingdom8
SO44052,2021-08-28,20160828,314,16637,9,2021-09-04,1,6,89.4568,Australia8
SO44057,2021-08-29,20160829,338,14577,1,2021-09-05,1,5,17.4775,Northwest8
SO44053,2021-08-29,20160829,338,19329,8,2021-09-05,1,5,17.4775,Germany8
SO44054,2021-08-29,20160829,314,13542,8,2021-09-05,1,6,89.4568,Germany8
SO44055,2021-08-29,20160829,310,13543,8,2021-09-05,1,6,89.4568,Germany8
SO44056,2021-08-29,20160829,314,13559,8,2021-09-05,1,1,89.4568,Germany8
SO44060,2021-08-29,20160829,342,25273,9,2021-09-05,1,3,17.4775,Australia8
SO44058,2021-08-29,20160829,350,11056,9,2021-09-05,1,8,84.3748,Australia8
SO44059,2021-08-29,20160829,313,16688,9,2021-09-05,1,6,89.4568,Australia8
SO44067,2021-08-30,20160830,310,17049,9,2021-09-06,1,6,89.4568,Australia8
SO44064,2021-08-30,20160830,310,22050,6,2021-09-06,1,5,89.4568,Canada8
SO44063,2021-08-30,20160830,344,11240,10,2021-09-06,1,2,84.9998,United Kingdom8
SO44065,2021-08-30,20160830,310,28062,4,2021-09-06,1,7,89.4568,Southwest8
SO44061,2021-08-30,20160830,310,27919,1,2021-09-06,1,3,89.4568,Northwest8
SO44066,2021-08-30,20160830,344,25867,4,2021-09-06,1,6,84.9998,Southwest8
SO44062,2021-08-30,20160830,310,28041,1,2021-09-06,1,1,89.4568,Northwest8
SO44069,2021-08-31,20160831,349,28395,7,2021-09-07,1,2,84.3748,France8
SO44068,2021-08-31,20160831,313,13541,8,2021-09-07,1,3,89.4568,Germany8
SO44070,2021-08-31,20160831,349,19829,6,2021-09-07,1,7,84.3748,Canada8
SO44073,2021-08-31,20160831,351,11044,9,2021-09-07,1,1,84.3748,Australia8
SO44071,2021-08-31,20160831,313,16691,9,2021-09-07,1,3,89.4568,Australia8
SO44072,2021-08-31,20160831,311,16656,9,2021-09-07,1,3,89.4568,Australia8
SO44137,2021-09-01,20160901,314,17328,9,2021-09-08,1,7,89.4568,Australia9
SO44136,2021-09-01,20160901,311,22114,6,2021-09-08,1,6,89.4568,Canada9
SO44135,2021-09-01,20160901,310,28156,4,2021-09-08,1,8,89.4568,Southwest9
SO44134,2021-09-01,20160901,310,13821,10,2021-09-08,1,6,89.4568,United Kingdom9
SO44147,2021-09-02,20160902,310,17320,9,2021-09-09,1,6,89.4568,Australia9
SO44143,2021-09-02,20160902,313,28145,4,2021-09-09,1,6,89.4568,Southwest9
SO44140,2021-09-02,20160902,311,12221,7,2021-09-09,1,4,89.4568,France9
SO44141,2021-09-02,20160902,313,13572,8,2021-09-09,1,8,89.4568,Germany9
SO44138,2021-09-02,20160902,310,13765,10,2021-09-09,1,1,89.4568,United Kingdom9
SO44139,2021-09-02,20160902,311,13792,10,2021-09-09,1,2,89.4568,United Kingdom9
