son,orderdate,orderdatekey,pk,ck,stk,dateofshipping,soln,oquantity,freight,region
SO71999,2024-06-01,20190601,484,27485,9,2024-06-08,4,6,0.1988,Australia6
SO71997,2024-06-01,20190601,228,11929,9,2024-06-08,4,7,1.2498,Australia6
SO71984,2024-06-01,20190601,480,29346,9,2024-06-08,4,8,0.0573,Australia6
SO71997,2024-06-01,20190601,477,11929,9,2024-06-08,3,2,0.1248,Australia6
SO71984,2024-06-01,20190601,529,29346,9,2024-06-08,3,3,0.0998,Australia6
SO71955,2024-06-01,20190601,486,14054,9,2024-06-08,3,5,3.975,Australia6
SO71956,2024-06-01,20190601,225,29100,9,2024-06-08,3,7,0.2248,Australia6
SO71985,2024-06-01,20190601,222,16169,9,2024-06-08,2,5,0.8748,Australia6
SO71956,2024-06-01,20190601,222,29100,9,2024-06-08,2,3,0.8748,Australia6
SO71955,2024-06-01,20190601,480,14054,9,2024-06-08,2,1,0.0573,Australia6
SO71999,2024-06-01,20190601,538,27485,9,2024-06-08,2,8,0.5373,Australia6
SO71984,2024-06-01,20190601,538,29346,9,2024-06-08,2,1,0.5373,Australia6
SO71998,2024-06-01,20190601,484,15134,9,2024-06-08,2,6,0.1988,Australia6
SO72000,2024-06-01,20190601,491,13636,9,2024-06-08,2,4,1.3498,Australia6
SO71997,2024-06-01,20190601,479,11929,9,2024-06-08,2,6,0.2248,Australia6
SO71973,2024-06-01,20190601,528,20519,6,2024-06-08,1,5,0.1248,Canada6
SO71995,2024-06-01,20190601,604,11432,7,2024-06-08,1,3,13.4998,France6
SO71992,2024-06-01,20190601,237,19329,8,2024-06-08,3,7,1.2498,Germany6
SO71996,2024-06-01,20190601,561,11420,7,2024-06-08,1,5,59.6018,France6
SO71981,2024-06-01,20190601,361,18592,1,2024-06-08,1,7,57.3748,Northwest6
SO71980,2024-06-01,20190601,361,18840,1,2024-06-08,1,4,57.3748,Northwest6
SO71966,2024-06-01,20190601,528,23477,1,2024-06-08,2,3,0.1248,Northwest6
SO71968,2024-06-01,20190601,477,22011,1,2024-06-08,2,2,0.1248,Northwest6
SO71986,2024-06-01,20190601,217,20749,1,2024-06-08,2,7,0.8748,Northwest6
SO71972,2024-06-01,20190601,222,16099,1,2024-06-08,2,4,0.8748,Northwest6
SO71954,2024-06-01,20190601,225,11856,1,2024-06-08,2,7,0.2248,Northwest6
SO71977,2024-06-01,20190601,467,13441,1,2024-06-08,2,2,0.6123,Northwest6
SO71966,2024-06-01,20190601,214,23477,1,2024-06-08,3,4,0.8748,Northwest6
SO71968,2024-06-01,20190601,488,22011,1,2024-06-08,3,6,1.3498,Northwest6
SO71986,2024-06-01,20190601,228,20749,1,2024-06-08,3,6,1.2498,Northwest6
SO71972,2024-06-01,20190601,228,16099,1,2024-06-08,3,4,1.2498,Northwest6
SO71979,2024-06-01,20190601,222,18824,4,2024-06-08,4,6,0.8748,Southwest6
SO71979,2024-06-01,20190601,537,18824,4,2024-06-08,3,2,0.875,Southwest6
SO71987,2024-06-01,20190601,231,18868,4,2024-06-08,3,3,1.2498,Southwest6
SO71967,2024-06-01,20190601,214,23877,4,2024-06-08,3,7,0.8748,Southwest6
SO71979,2024-06-01,20190601,528,18824,4,2024-06-08,2,2,0.1248,Southwest6
SO71987,2024-06-01,20190601,225,18868,4,2024-06-08,2,6,0.2248,Southwest6
SO71989,2024-06-01,20190601,491,18955,4,2024-06-08,2,5,1.3498,Southwest6
SO71967,2024-06-01,20190601,536,23877,4,2024-06-08,2,7,0.7498,Southwest6
SO71953,2024-06-01,20190601,484,12157,4,2024-06-08,1,2,0.1988,Southwest6
SO71989,2024-06-01,20190601,583,18955,4,2024-06-08,1,7,42.5248,Southwest6
SO71987,2024-06-01,20190601,582,18868,4,2024-06-08,1,1,42.5248,Southwest6
SO71979,2024-06-01,20190601,357,18824,4,2024-06-08,1,6,57.9998,Southwest6
SO71964,2024-06-01,20190601,530,28104,4,2024-06-08,1,6,0.1248,Southwest6
SO71967,2024-06-01,20190601,528,23877,4,2024-06-08,1,6,0.1248,Southwest6
SO71993,2024-06-01,20190601,390,28740,7,2024-06-08,1,1,28.0123,France6
SO71954,2024-06-01,20190601,228,11856,1,2024-06-08,1,7,1.2498,Northwest6
SO71962,2024-06-01,20190601,489,11679,1,2024-06-08,1,5,1.3498,Northwest6
SO71967,2024-06-01,20190601,482,23877,4,2024-06-08,4,6,0.2248,Southwest6
SO71968,2024-06-01,20190601,478,22011,1,2024-06-08,1,4,0.2498,Northwest6
SO71995,2024-06-01,20190601,479,11432,7,2024-06-08,2,8,0.2248,France6
SO71966,2024-06-01,20190601,536,23477,1,2024-06-08,1,5,0.7498,Northwest6
SO71996,2024-06-01,20190601,541,11420,7,2024-06-08,2,3,0.7248,France6
SO71995,2024-06-01,20190601,477,11432,7,2024-06-08,3,2,0.1248,France6
SO71996,2024-06-01,20190601,530,11420,7,2024-06-08,3,1,0.1248,France6
SO71996,2024-06-01,20190601,225,11420,7,2024-06-08,4,7,0.2248,France6
SO71996,2024-06-01,20190601,217,11420,7,2024-06-08,5,7,0.8748,France6
SO71961,2024-06-01,20190601,214,12863,8,2024-06-08,7,1,0.8748,Germany6
SO71961,2024-06-01,20190601,478,12863,8,2024-06-08,5,5,0.2498,Germany6
SO71959,2024-06-01,20190601,222,23605,8,2024-06-08,4,2,0.8748,Germany6
SO71961,2024-06-01,20190601,485,12863,8,2024-06-08,4,3,0.5495,Germany6
SO71959,2024-06-01,20190601,477,23605,8,2024-06-08,3,3,0.1248,Germany6
SO71961,2024-06-01,20190601,537,12863,8,2024-06-08,3,4,0.875,Germany6
SO71976,2024-06-01,20190601,222,13684,8,2024-06-08,2,3,0.8748,Germany6
SO71961,2024-06-01,20190601,477,12863,8,2024-06-08,6,3,0.1248,Germany6
SO71961,2024-06-01,20190601,528,12863,8,2024-06-08,2,8,0.1248,Germany6
SO71986,2024-06-01,20190601,605,20749,1,2024-06-08,1,5,13.4998,Northwest6
SO71977,2024-06-01,20190601,485,13441,1,2024-06-08,1,1,0.5495,Northwest6
SO71970,2024-06-01,20190601,528,15550,1,2024-06-08,1,3,0.1248,Northwest6
SO71972,2024-06-01,20190601,528,16099,1,2024-06-08,1,7,0.1248,Northwest6
SO71976,2024-06-01,20190601,530,13684,8,2024-06-08,1,4,0.1248,Germany6
SO71991,2024-06-01,20190601,581,19316,8,2024-06-08,1,8,42.5248,Germany6
SO71959,2024-06-01,20190601,359,23605,8,2024-06-08,1,2,57.3748,Germany6
SO71978,2024-06-01,20190601,222,11559,8,2024-06-08,1,2,0.8748,Germany6
SO71983,2024-06-01,20190601,578,27180,8,2024-06-08,1,5,30.3713,Germany6
SO71959,2024-06-01,20190601,478,23605,8,2024-06-08,2,8,0.2498,Germany6
SO71983,2024-06-01,20190601,489,27180,8,2024-06-08,2,5,1.3498,Germany6
SO71992,2024-06-01,20190601,225,19329,8,2024-06-08,2,2,0.2248,Germany6
SO71992,2024-06-01,20190601,581,19329,8,2024-06-08,1,1,42.5248,Germany6
SO72054,2024-06-02,20190602,479,18362,6,2024-06-09,2,7,0.2248,Canada6
SO72038,2024-06-02,20190602,480,16800,6,2024-06-09,2,7,0.0573,Canada6
SO72014,2024-06-02,20190602,539,14265,6,2024-06-09,2,6,0.6248,Canada6
SO72013,2024-06-02,20190602,480,11498,6,2024-06-09,2,1,0.0573,Canada6
SO72036,2024-06-02,20190602,480,11659,6,2024-06-09,2,6,0.0573,Canada6
SO72054,2024-06-02,20190602,477,18362,6,2024-06-09,3,4,0.1248,Canada6
SO72015,2024-06-02,20190602,541,11019,6,2024-06-09,1,2,0.7248,Canada6
SO72026,2024-06-02,20190602,467,21792,6,2024-06-09,4,6,0.6123,Canada6
SO72054,2024-06-02,20190602,480,18362,6,2024-06-09,4,5,0.0573,Canada6
SO72054,2024-06-02,20190602,484,18362,6,2024-06-09,5,3,0.1988,Canada6
SO72013,2024-06-02,20190602,529,11498,6,2024-06-09,1,6,0.0998,Canada6
SO72054,2024-06-02,20190602,583,18362,6,2024-06-09,1,8,42.5248,Canada6
SO72027,2024-06-02,20190602,214,28079,6,2024-06-09,2,8,0.8748,Canada6
SO72026,2024-06-02,20190602,231,21792,6,2024-06-09,3,5,1.2498,Canada6
SO72026,2024-06-02,20190602,217,21792,6,2024-06-09,2,4,0.8748,Canada6
SO72058,2024-06-02,20190602,529,28437,10,2024-06-09,3,6,0.0998,United Kingdom6
SO72015,2024-06-02,20190602,530,11019,6,2024-06-09,2,8,0.1248,Canada6
SO72014,2024-06-02,20190602,529,14265,6,2024-06-09,1,7,0.0998,Canada6
SO72031,2024-06-02,20190602,538,21081,7,2024-06-09,1,1,0.5373,France6
SO72058,2024-06-02,20190602,480,28437,10,2024-06-09,4,2,0.0573,United Kingdom6
SO72007,2024-06-02,20190602,480,16287,10,2024-06-09,3,1,0.0573,United Kingdom6
SO72007,2024-06-02,20190602,537,16287,10,2024-06-09,2,8,0.875,United Kingdom6
SO72058,2024-06-02,20190602,538,28437,10,2024-06-09,2,6,0.5373,United Kingdom6
SO72024,2024-06-02,20190602,480,18313,4,2024-06-09,2,4,0.0573,Southwest6
SO72008,2024-06-02,20190602,237,18028,10,2024-06-09,2,6,1.2498,United Kingdom6
SO72007,2024-06-02,20190602,353,16287,10,2024-06-09,1,8,57.9998,United Kingdom6
SO72008,2024-06-02,20190602,587,18028,10,2024-06-09,1,2,19.2373,United Kingdom6
SO72046,2024-06-02,20190602,567,16046,10,2024-06-09,1,5,18.5588,United Kingdom6
SO72032,2024-06-02,20190602,538,11558,10,2024-06-09,1,2,0.5373,United Kingdom6
SO72034,2024-06-02,20190602,541,12326,10,2024-06-09,1,7,0.7248,United Kingdom6
SO72058,2024-06-02,20190602,604,28437,10,2024-06-09,1,7,13.4998,United Kingdom6
SO72009,2024-06-02,20190602,361,15051,10,2024-06-09,1,4,57.3748,United Kingdom6
SO72035,2024-06-02,20190602,537,11677,6,2024-06-09,1,7,0.875,Canada6
SO72006,2024-06-02,20190602,528,25812,9,2024-06-09,1,6,0.1248,Australia6
SO72018,2024-06-02,20190602,478,13707,6,2024-06-09,1,1,0.2498,Canada6
SO72003,2024-06-02,20190602,489,15598,9,2024-06-09,4,1,1.3498,Australia6
SO72004,2024-06-02,20190602,489,21967,9,2024-06-09,4,6,1.3498,Australia6
SO72005,2024-06-02,20190602,474,27519,9,2024-06-09,1,5,1.7498,Australia6
SO72004,2024-06-02,20190602,536,21967,9,2024-06-09,1,1,0.7498,Australia6
SO72049,2024-06-02,20190602,583,24474,9,2024-06-09,1,7,42.5248,Australia6
SO72002,2024-06-02,20190602,529,14669,9,2024-06-09,1,5,0.0998,Australia6
SO72059,2024-06-02,20190602,225,27472,9,2024-06-09,4,4,0.2248,Australia6
SO72003,2024-06-02,20190602,529,15598,9,2024-06-09,1,2,0.0998,Australia6
SO72060,2024-06-02,20190602,604,28133,9,2024-06-09,1,6,13.4998,Australia6
SO72059,2024-06-02,20190602,584,27472,9,2024-06-09,1,3,13.4998,Australia6
SO72048,2024-06-02,20190602,372,22198,9,2024-06-09,1,6,61.0838,Australia6
SO72047,2024-06-02,20190602,376,22906,9,2024-06-09,1,4,61.0838,Australia6
SO72025,2024-06-02,20190602,480,15515,1,2024-06-09,2,1,0.0573,Northwest6
SO72041,2024-06-02,20190602,478,12660,7,2024-06-09,1,5,0.2498,France6
SO72050,2024-06-02,20190602,386,27695,9,2024-06-09,1,2,28.0123,Australia6
SO72036,2024-06-02,20190602,537,11659,6,2024-06-09,1,8,0.875,Canada6
SO72002,2024-06-02,20190602,480,14669,9,2024-06-09,3,4,0.0573,Australia6
SO72006,2024-06-02,20190602,490,25812,9,2024-06-09,3,2,1.3498,Australia6
SO72038,2024-06-02,20190602,485,16800,6,2024-06-09,1,7,0.5495,Canada6
SO72026,2024-06-02,20190602,528,21792,6,2024-06-09,1,8,0.1248,Canada6
SO72027,2024-06-02,20190602,528,28079,6,2024-06-09,1,6,0.1248,Canada6
SO72004,2024-06-02,20190602,528,21967,9,2024-06-09,2,1,0.1248,Australia6
SO72059,2024-06-02,20190602,477,27472,9,2024-06-09,2,4,0.1248,Australia6
SO72005,2024-06-02,20190602,225,27519,9,2024-06-09,2,3,0.2248,Australia6
SO72048,2024-06-02,20190602,529,22198,9,2024-06-09,3,5,0.0998,Australia6
SO72002,2024-06-02,20190602,539,14669,9,2024-06-09,2,1,0.6248,Australia6
SO72006,2024-06-02,20190602,487,25812,9,2024-06-09,2,3,1.3748,Australia6
SO72048,2024-06-02,20190602,540,22198,9,2024-06-09,2,6,0.815,Australia6
SO72060,2024-06-02,20190602,217,28133,9,2024-06-09,2,2,0.8748,Australia6
SO72003,2024-06-02,20190602,222,15598,9,2024-06-09,3,3,0.8748,Australia6
SO72004,2024-06-02,20190602,214,21967,9,2024-06-09,3,5,0.8748,Australia6
SO72059,2024-06-02,20190602,479,27472,9,2024-06-09,3,4,0.2248,Australia6
SO72003,2024-06-02,20190602,539,15598,9,2024-06-09,2,2,0.6248,Australia6
SO72039,2024-06-02,20190602,225,12539,7,2024-06-09,1,7,0.2248,France6
SO72018,2024-06-02,20190602,477,13707,6,2024-06-09,2,4,0.1248,Canada6
SO72012,2024-06-02,20190602,591,16273,7,2024-06-09,1,1,14.1248,France6
SO72042,2024-06-02,20190602,485,13729,1,2024-06-09,4,1,0.5495,Northwest6
SO72051,2024-06-02,20190602,231,11264,1,2024-06-09,4,3,1.2498,Northwest6
SO72057,2024-06-02,20190602,228,18806,1,2024-06-09,3,4,1.2498,Northwest6
SO72042,2024-06-02,20190602,471,13729,1,2024-06-09,3,3,1.5875,Northwest6
SO72043,2024-06-02,20190602,490,15528,1,2024-06-09,3,4,1.3498,Northwest6
SO72017,2024-06-02,20190602,481,25149,1,2024-06-09,3,6,0.2248,Northwest6
SO72040,2024-06-02,20190602,234,13389,4,2024-06-09,4,5,1.2498,Southwest6
SO72051,2024-06-02,20190602,477,11264,1,2024-06-09,3,7,0.1248,Northwest6
SO72023,2024-06-02,20190602,234,17019,1,2024-06-09,2,3,1.2498,Northwest6
SO72056,2024-06-02,20190602,228,18976,1,2024-06-09,2,3,1.2498,Northwest6
SO72017,2024-06-02,20190602,540,25149,1,2024-06-09,2,5,0.815,Northwest6
SO72043,2024-06-02,20190602,475,15528,1,2024-06-09,2,5,1.7498,Northwest6
SO72042,2024-06-02,20190602,537,13729,1,2024-06-09,2,7,0.875,Northwest6
SO72051,2024-06-02,20190602,479,11264,1,2024-06-09,2,8,0.2248,Northwest6
SO72022,2024-06-02,20190602,231,17457,1,2024-06-09,2,7,1.2498,Northwest6
SO72044,2024-06-02,20190602,222,15529,1,2024-06-09,2,5,0.8748,Northwest6
SO72040,2024-06-02,20190602,225,13389,4,2024-06-09,3,4,0.2248,Southwest6
SO72053,2024-06-02,20190602,477,24233,4,2024-06-09,3,2,0.1248,Southwest6
SO72028,2024-06-02,20190602,485,18144,7,2024-06-09,1,1,0.5495,France6
SO72024,2024-06-02,20190602,528,18313,4,2024-06-09,1,4,0.1248,Southwest6
SO72016,2024-06-02,20190602,530,26738,4,2024-06-09,1,1,0.1248,Southwest6
SO72053,2024-06-02,20190602,605,24233,4,2024-06-09,1,6,13.4998,Southwest6
SO72019,2024-06-02,20190602,475,20367,4,2024-06-09,1,5,1.7498,Southwest6
SO72055,2024-06-02,20190602,583,18869,4,2024-06-09,1,1,42.5248,Southwest6
SO72019,2024-06-02,20190602,225,20367,4,2024-06-09,3,6,0.2248,Southwest6
SO72045,2024-06-02,20190602,589,15473,4,2024-06-09,1,8,19.2373,Southwest6
SO72040,2024-06-02,20190602,485,13389,4,2024-06-09,1,4,0.5495,Southwest6
SO72016,2024-06-02,20190602,541,26738,4,2024-06-09,2,6,0.7248,Southwest6
SO72019,2024-06-02,20190602,231,20367,4,2024-06-09,2,8,1.2498,Southwest6
SO72037,2024-06-02,20190602,234,13335,4,2024-06-09,2,8,1.2498,Southwest6
SO72053,2024-06-02,20190602,479,24233,4,2024-06-09,2,8,0.2248,Southwest6
SO72040,2024-06-02,20190602,214,13389,4,2024-06-09,2,4,0.8748,Southwest6
SO72037,2024-06-02,20190602,485,13335,4,2024-06-09,1,8,0.5495,Southwest6
SO72052,2024-06-02,20190602,217,26277,1,2024-06-09,2,5,0.8748,Northwest6
SO72055,2024-06-02,20190602,217,18869,4,2024-06-09,2,1,0.8748,Southwest6
SO72020,2024-06-02,20190602,475,19138,1,2024-06-09,1,4,1.7498,Northwest6
SO72029,2024-06-02,20190602,536,19354,8,2024-06-09,2,5,0.7498,Germany6
SO72030,2024-06-02,20190602,467,23915,8,2024-06-09,2,5,0.6123,Germany6
SO72033,2024-06-02,20190602,530,28558,8,2024-06-09,2,8,0.1248,Germany6
SO72033,2024-06-02,20190602,214,28558,8,2024-06-09,3,3,0.8748,Germany6
SO72011,2024-06-02,20190602,478,16290,8,2024-06-09,3,7,0.2498,Germany6
SO72029,2024-06-02,20190602,480,19354,8,2024-06-09,3,4,0.0573,Germany6
SO72011,2024-06-02,20190602,485,16290,8,2024-06-09,2,4,0.5495,Germany6
SO72011,2024-06-02,20190602,471,16290,8,2024-06-09,5,3,1.5875,Germany6
SO72028,2024-06-02,20190602,478,18144,7,2024-06-09,2,1,0.2498,France6
SO72012,2024-06-02,20190602,485,16273,7,2024-06-09,2,8,0.5495,France6
SO72010,2024-06-02,20190602,222,21505,7,2024-06-09,2,6,0.8748,France6
SO72041,2024-06-02,20190602,222,12660,7,2024-06-09,2,2,0.8748,France6
SO72010,2024-06-02,20190602,357,21505,7,2024-06-09,1,5,57.9998,France6
SO72057,2024-06-02,20190602,214,18806,1,2024-06-09,2,8,0.8748,Northwest6
SO72012,2024-06-02,20190602,222,16273,7,2024-06-09,3,7,0.8748,France6
SO72030,2024-06-02,20190602,529,23915,8,2024-06-09,1,4,0.0998,Germany6
SO72011,2024-06-02,20190602,477,16290,8,2024-06-09,4,8,0.1248,Germany6
SO72011,2024-06-02,20190602,599,16290,8,2024-06-09,1,5,13.4998,Germany6
SO72042,2024-06-02,20190602,355,13729,1,2024-06-09,1,5,57.9998,Northwest6
SO72033,2024-06-02,20190602,541,28558,8,2024-06-09,1,7,0.7248,Germany6
SO72056,2024-06-02,20190602,580,18976,1,2024-06-09,1,4,42.5248,Northwest6
SO72057,2024-06-02,20190602,582,18806,1,2024-06-09,1,6,42.5248,Northwest6
SO72001,2024-06-02,20190602,484,11878,1,2024-06-09,1,1,0.1988,Northwest6
SO72044,2024-06-02,20190602,588,15529,1,2024-06-09,1,1,19.2373,Northwest6
SO72051,2024-06-02,20190602,571,11264,1,2024-06-09,1,8,18.5588,Northwest6
SO72052,2024-06-02,20190602,578,26277,1,2024-06-09,1,6,30.3713,Northwest6
SO72043,2024-06-02,20190602,587,15528,1,2024-06-09,1,5,19.2373,Northwest6
SO72017,2024-06-02,20190602,529,25149,1,2024-06-09,1,1,0.0998,Northwest6
SO72025,2024-06-02,20190602,528,15515,1,2024-06-09,1,7,0.1248,Northwest6
SO72021,2024-06-02,20190602,477,17429,1,2024-06-09,1,3,0.1248,Northwest6
SO72022,2024-06-02,20190602,477,17457,1,2024-06-09,1,1,0.1248,Northwest6
SO72023,2024-06-02,20190602,477,17019,1,2024-06-09,1,4,0.1248,Northwest6
SO72029,2024-06-02,20190602,528,19354,8,2024-06-09,1,1,0.1248,Germany6
SO72102,2024-06-03,20190603,477,27492,9,2024-06-10,2,1,0.1248,Australia6
SO72082,2024-06-03,20190603,529,14904,6,2024-06-10,1,1,0.0998,Canada6
SO72083,2024-06-03,20190603,536,11802,6,2024-06-10,1,7,0.7498,Canada6
SO72090,2024-06-03,20190603,528,26377,6,2024-06-10,1,3,0.1248,Canada6
SO72087,2024-06-03,20190603,477,24639,6,2024-06-10,1,8,0.1248,Canada6
SO72065,2024-06-03,20190603,528,16618,9,2024-06-10,2,2,0.1248,Australia6
SO72106,2024-06-03,20190603,528,13974,9,2024-06-10,2,4,0.1248,Australia6
SO72081,2024-06-03,20190603,529,11330,6,2024-06-10,1,3,0.0998,Canada6
SO72067,2024-06-03,20190603,479,11071,9,2024-06-10,2,8,0.2248,Australia6
SO72108,2024-06-03,20190603,537,16352,9,2024-06-10,2,7,0.875,Australia6
SO72100,2024-06-03,20190603,489,27589,9,2024-06-10,2,2,1.3498,Australia6
SO72101,2024-06-03,20190603,490,26567,9,2024-06-10,2,1,1.3498,Australia6
SO72103,2024-06-03,20190603,488,26591,9,2024-06-10,2,8,1.3498,Australia6
SO72126,2024-06-03,20190603,541,11368,9,2024-06-10,2,8,0.7248,Australia6
SO72107,2024-06-03,20190603,487,13134,9,2024-06-10,2,5,1.3748,Australia6
SO72061,2024-06-03,20190603,478,13035,9,2024-06-10,2,8,0.2498,Australia6
SO72080,2024-06-03,20190603,535,11211,6,2024-06-10,1,3,0.6248,Canada6
SO72062,2024-06-03,20190603,478,16684,9,2024-06-10,2,6,0.2498,Australia6
SO72128,2024-06-03,20190603,479,26560,9,2024-06-10,2,2,0.2248,Australia6
SO72111,2024-06-03,20190603,604,22058,6,2024-06-10,1,1,13.4998,Canada6
SO72069,2024-06-03,20190603,357,21517,10,2024-06-10,1,2,57.9998,United Kingdom6
SO72082,2024-06-03,20190603,491,14904,6,2024-06-10,6,5,1.3498,Canada6
SO72105,2024-06-03,20190603,485,13024,9,2024-06-10,2,3,0.5495,Australia6
SO72070,2024-06-03,20190603,228,16530,10,2024-06-10,2,7,1.2498,United Kingdom6
SO72071,2024-06-03,20190603,477,15048,10,2024-06-10,2,2,0.1248,United Kingdom6
SO72099,2024-06-03,20190603,214,12133,10,2024-06-10,2,3,0.8748,United Kingdom6
SO72072,2024-06-03,20190603,361,15056,10,2024-06-10,1,4,57.3748,United Kingdom6
SO72073,2024-06-03,20190603,355,20567,10,2024-06-10,1,6,57.9998,United Kingdom6
SO72070,2024-06-03,20190603,589,16530,10,2024-06-10,1,5,19.2373,United Kingdom6
SO72099,2024-06-03,20190603,585,12133,10,2024-06-10,1,1,18.5588,United Kingdom6
SO72123,2024-06-03,20190603,605,28516,10,2024-06-10,1,4,13.4998,United Kingdom6
SO72080,2024-06-03,20190603,528,11211,6,2024-06-10,2,8,0.1248,Canada6
SO72087,2024-06-03,20190603,222,24639,6,2024-06-10,2,8,0.8748,Canada6
SO72090,2024-06-03,20190603,222,26377,6,2024-06-10,2,3,0.8748,Canada6
SO72081,2024-06-03,20190603,540,11330,6,2024-06-10,2,3,0.815,Canada6
SO72082,2024-06-03,20190603,540,14904,6,2024-06-10,2,5,0.815,Canada6
SO72110,2024-06-03,20190603,488,15876,6,2024-06-10,2,1,1.3498,Canada6
SO72081,2024-06-03,20190603,480,11330,6,2024-06-10,3,1,0.0573,Canada6
SO72080,2024-06-03,20190603,484,11211,6,2024-06-10,3,7,0.1988,Canada6
SO72082,2024-06-03,20190603,486,14904,6,2024-06-10,4,1,3.975,Canada6
SO72082,2024-06-03,20190603,225,14904,6,2024-06-10,5,6,0.2248,Canada6
SO72110,2024-06-03,20190603,561,15876,6,2024-06-10,1,8,59.6018,Canada6
SO72104,2024-06-03,20190603,222,26653,9,2024-06-10,2,1,0.8748,Australia6
SO72074,2024-06-03,20190603,353,19364,8,2024-06-10,1,5,57.9998,Germany6
SO72061,2024-06-03,20190603,225,13035,9,2024-06-10,3,6,0.2248,Australia6
SO72106,2024-06-03,20190603,361,13974,9,2024-06-10,1,8,57.3748,Australia6
SO72107,2024-06-03,20190603,361,13134,9,2024-06-10,1,3,57.3748,Australia6
SO72101,2024-06-03,20190603,382,26567,9,2024-06-10,1,8,28.0123,Australia6
SO72104,2024-06-03,20190603,384,26653,9,2024-06-10,1,7,28.0123,Australia6
